Loop Gain dB20 (r_load=120) X,Loop Gain dB20 (r_load=120) Y
1,90.54058242382787
1.023059729842509,90.54046408861086
1.046651210825427,90.54034023620204
1.070786704986395,90.54021061012449
1.095478757122332,90.54007494057943
1.12074020130978,90.53993294648676
1.146584167575622,90.53978433344453
1.173024088721613,90.5396287926676
1.200073707306289,90.53946600174719
1.227747082787869,90.53929562291599
1.256058598831886,90.53911730296912
1.285022970787309,90.53893067188854
1.314655253335082,90.53873534292566
1.344970848313024,90.53853091099511
1.375985512721172,90.53831695239396
1.407715366911727,90.53809302360744
1.44017690296786,90.53785866072297
1.473386993275719,90.53761337792739
1.507362899294123,90.5373566674518
1.542122280526466,90.53708799720144
1.57768320369952,90.53680681099686
1.614064152153895,90.53651252662519
1.651284035451041,90.53620453484491
1.689362199201789,90.53588219840115
1.728318435121529,90.53554485004439
1.768172991317259,90.53519179201348
1.808946582811855,90.53482229429021
1.850660402311025,90.53443559265975
1.893336131218546,90.53403088793561
1.936995950905506,90.53360734333195
1.98166255423942,90.53316408438712
2.027359157379196,90.53270019511778
2.074109511842097,90.53221471804514
2.121937916848953,90.53170665083439
2.170869231954065,90.53117494547074
2.22092888996634,90.53061850511051
2.272142910168386,90.53003618252194
2.32453791184044,90.52942677739165
2.37814112809615,90.52878903437021
2.432980420037406,90.52812164029922
2.489084291235582,90.52742322110066
2.546481902546706,90.52669234026551
2.60520308726827,90.52592749453645
2.665278366645546,90.52512711208563
2.726738965735475,90.52428954897677
2.789616829636377,90.52341308526564
2.853944640091907,90.52249592306049
2.919755832477902,90.52153618136488
2.987084613180931,90.52053189377376
3.055965977377597,90.51948100355511
3.126435727223822,90.51838136037625
3.198530490463571,90.51723071572867
3.272287739466687,90.51602671833741
3.347745810705742,90.51476691061256
3.424943924682006,90.51344872252231
3.503922206310914,90.51206946794628
3.584721705777611,90.51062633837282
3.667384419873419,90.50911639844844
3.751953313824325,90.50753658017912
3.838472343622819,90.50588367658381
3.926986478874702,90.50415433659509
4.017541726172737,90.5023450582366
4.110185153009286,90.50045218164898
4.20496491224037,90.49847188353104
4.30193026711386,90.49640016855066
4.401131616874816,90.49423286369833
4.502620522961273,90.49196560908287
4.606449735804095,90.4895938515553
4.712673222244832,90.48711283521297
4.821346193585822,90.48451759349545
4.932525134287118,90.48180294080996
5.046267831325163,90.47896346239963
5.162633404228463,90.47599350600365
5.281682335805882,90.47288717142835
5.403476503583515,90.46963830055356
5.528079211966493,90.46624046690465
5.655555225142428,90.46268696545587
5.7859708007436,90.45897080030178
5.919393724285391,90.45508467446759
6.055893344398853,90.45102097704262
6.195540608875736,90.44677177190586
6.338408101544702,90.44232878485921
6.484570079997891,90.43768339006667
6.634102514187457,90.43282659836932
6.787083125912126,90.42774904199531
6.943591429214308,90.42244096217111
7.103708771708749,90.41689219416101
7.267518376864211,90.41109215237941
7.435105387260166,90.40502981665689
7.606556908840965,90.39869371658477
7.781962056190506,90.39207191576148
7.961411998850911,90.38515199687056
8.145000008709319,90.3779210456361
8.332821508477386,90.37036563469435
8.52497412128872,90.36247180769523
8.721557721440014,90.35422506289088
8.922674486302265,90.34561033725213
9.12842894942904,90.33661198951266
9.338928054889408,90.32721378446428
9.554281212853782,90.31739887632553
9.774600356461546,90.30714979338615
10.00000000000004,90.29644842161869
10.23059729842512,90.2852759892524
10.4665121082543,90.2736130520485
10.70786704986399,90.26143947860061
10.95478757122336,90.24873443634445
11.20740201309784,90.23547637777594
11.46584167575626,90.22164302920251
11.73024088721618,90.2072113775739
12.00073707306293,90.19215766124552
12.27747082787874,90.17645735970245
12.5605859883189,90.16008518672325
12.85022970787314,90.14301508252208
13.14655253335087,90.12522021010932
13.44970848313029,90.10667295170845
13.75985512721177,90.08734490732289
14.07715366911733,90.06720689711244
14.40176902967865,90.04622896345327
14.73386993275725,90.02438037785498
15.07362899294129,90.0016296496664
15.42122280526472,89.9779445371651
15.77683203699526,89.95329206345566
16.140641521539,89.92763853316001
16.51284035451047,89.90094955545482
16.89362199201796,89.87319006815007
17.28318435121535,89.84432436765923
17.68172991317265,89.81431614164276
18.08946582811861,89.78312850693904
18.50660402311032,89.75072405054132
18.93336131218553,89.71706487606016
19.36995950905513,89.68211265459935
19.81662554239427,89.64582867909533
20.27359157379204,89.60817392550891
20.74109511842104,89.56910911621718
21.2193791684896,89.52859478982776
21.70869231954073,89.48659137521943
22.20928889966348,89.44305926951372
22.72142910168394,89.39795892073408
23.24537911840449,89.35125091557447
23.78141128096158,89.30289606908305
24.32980420037415,89.2528555208284
24.8908429123559,89.2010908318661
25.46481902546715,89.14756408620563
26.0520308726828,89.09223799482616
26.65278366645556,89.03507600102213
27.26738965735485,88.97604238867955
27.89616829636386,88.91510239015435
28.53944640091917,88.85222229589387
29.19755832477912,88.78736956292668
