Loop Gain Phase (r_load=12000) X,Loop Gain Phase (r_load=12000) Y
1,177.8628762182155
1.023059729842509,177.8136420071539
1.046651210825427,177.7632758117277
1.070786704986395,177.7117517647673
1.095478757122332,177.6590434193941
1.12074020130978,177.6051237366034
1.146584167575622,177.5499650731531
1.173024088721613,177.4935391685327
1.200073707306289,177.4358171325474
1.227747082787869,177.3767694322664
1.256058598831886,177.3163658786405
1.285022970787309,177.2545756133833
1.314655253335082,177.1913670952275
1.344970848313024,177.1267080863197
1.375985512721172,177.0605656381368
1.407715366911727,176.9929060779201
1.44017690296786,176.9236949935409
1.473386993275719,176.8528972198223
1.507362899294123,176.7804768237999
1.542122280526466,176.7063970900149
1.57768320369952,176.6306205053067
1.614064152153895,176.5531087448992
1.651284035451041,176.4738226559353
1.689362199201789,176.3927222438053
1.728318435121529,176.3097666558085
1.768172991317259,176.2249141662649
1.808946582811855,176.1381221615257
1.850660402311025,176.0493471239772
1.893336131218546,175.9585446173967
1.936995950905506,175.8656692711541
1.98166255423942,175.7706747652134
2.027359157379196,175.6735138146212
2.074109511842097,175.574138155051
2.121937916848953,175.4724985270668
2.170869231954065,175.3685446620799
2.22092888996634,175.2622252674734
2.272142910168386,175.1534880123195
2.32453791184044,175.04227951334
2.37814112809615,174.9285453217007
2.432980420037406,174.8122299093584
2.489084291235582,174.6932766563839
2.546481902546706,174.5716278387194
2.60520308726827,174.4472246170244
2.665278366645546,174.3200070247671
2.726738965735475,174.189913958393
2.789616829636377,174.0568831686856
2.853944640091907,173.9208512504528
2.919755832477902,173.781753636481
2.987084613180931,173.6395245907886
3.055965977377597,173.4940972021222
3.126435727223822,173.3454033811899
3.198530490463571,173.1933738580841
3.272287739466687,173.0379381801075
3.347745810705742,172.879024713169
3.424943924682006,172.7165606443966
3.503922206310914,172.5504719851608
3.584721705777611,172.3806835791863
3.667384419873419,172.2071191097476
3.751953313824325,172.0297011125457
3.838472343622819,171.8483509870465
3.926986478874702,171.6629890153081
4.017541726172737,171.4735343803048
4.110185153009286,171.279905189453
4.20496491224037,171.0820185002999
4.30193026711386,170.8797903511334
4.401131616874816,170.6731357946089
4.502620522961273,170.4619689352988
4.606449735804095,170.2462029736628
4.712673222244832,170.0257502519061
4.821346193585822,169.8005223072754
4.932525134287118,169.5704299289404
5.046267831325163,169.3353832221713
5.162633404228463,169.0952916774106
5.281682335805882,168.8500642438648
5.403476503583515,168.599609414986
5.528079211966493,168.3438353145715
5.655555225142428,168.0826497940521
5.7859708007436,167.8159605376104
5.919393724285391,167.5436751709461
6.055893344398853,167.2657013849351
6.195540608875736,166.9819470619033
6.338408101544702,166.6923204157372
6.484570079997891,166.3967301370879
6.634102514187457,166.095085550601
6.787083125912126,165.7872967839317
6.943591429214308,165.473274941729
7.103708771708749,165.1529322962659
7.267518376864211,164.8261824837934
7.435105387260166,164.4929407161526
7.606556908840965,164.1531240006582
7.781962056190506,163.8066513714252
7.961411998850911,163.4534441355866
8.145000008709319,163.0934261265776
8.332821508477386,162.7265239710644
8.52497412128872,162.352667367422
8.721557721440014,161.9717893767485
8.922674486302265,161.5838267205919
9.12842894942904,161.1887200943817
9.338928054889408,160.7864144880324
9.554281212853782,160.3768595174038
9.774600356461546,159.9600097646563
10.00000000000004,159.5358251255716
10.23059729842512,159.1042711699747
10.4665121082543,158.6653194976709
10.70786704986399,158.2189481125037
10.95478757122336,157.7651417902353
11.20740201309784,157.3038924543155
11.46584167575626,156.8351995489847
11.73024088721618,156.3590704164957
12.00073707306293,155.8755206652571
12.27747082787874,155.384574537605
12.5605859883189,154.8862652667714
12.85022970787314,154.3806354298018
13.14655253335087,153.8677372811172
13.44970848313029,153.3476330771733
13.75985512721177,152.8203953811531
14.07715366911733,152.2861073474774
14.40176902967865,151.7448629833956
14.73386993275725,151.1967673847398
15.07362899294129,150.6419369440974
15.42122280526472,150.080499518021
15.77683203699526,149.5125945772226
16.140641521539,148.9383733003164
16.51284035451047,148.3579986372515
16.89362199201796,147.7716453265197
17.28318435121535,147.1794998689181
17.68172991317265,146.5817604539281
18.08946582811861,145.9786368293972
18.50660402311032,145.3703501327222
18.93336131218553,144.7571326592403
19.36995950905513,144.1392275795975
19.81662554239427,143.5168886111347
20.27359157379204,142.8903796226835
20.74109511842104,142.2599741959036
21.2193791684896,141.6259551353933
